"CAINC1 County and MSA personal income summary: personal income, population, per capita personal income"
"CAINC1 County and MSA personal income summary: personal income, population, per capita personal income"
Metropolitan Statistical Area
GeoFips,GeoName,LineCode,Description,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
22520,"Florence-Muscle Shoals, AL (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2,26871,28149,29564,30152,29860,31235,32045,32314,32439,33681,34546,34946,35402,36377,38047,41409,44559,44899,47156
22540,"Fond du Lac, WI (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),3180604,3315059,3520607,3718242,3605345,3738093,3885770,4047674,4068339,4262163,4423992,4476635,4663355,4930665,5157313,5462122,5910358,6039583,6238742
22540,"Fond du Lac, WI (Metropolitan Statistical Area)",2,Population (persons) 1,99297,99920,100520,101122,101370,101608,101965,102060,102180,102479,102571,102904,103154,103722,104138,104169,104116,103812,103948
22540,"Fond du Lac, WI (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2,32031,33177,35024,36770,35566,36789,38109,39660,39815,41591,43131,43503,45208,47537,49524,52435,56767,58178,60018
22660,"Fort Collins, CO (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),9346231,10032283,10776675,11170474,10985633,11258594,11937108,12671282,13372320,14466510,15478499,16293556,17688537,18810826,20048096,21422585,23536745,24917487,26457778
22660,"Fort Collins, CO (Metropolitan Statistical Area)",2,Population (persons) 1,275116,280713,286112,291650,296696,300435,305229,310820,316190,323963,333256,338940,343982,350445,356569,359923,362747,367577,370771
22660,"Fort Collins, CO (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2,33972,35739,37666,38301,37027,37474,39109,40767,42292,44655,46446,48072,51423,53677,56225,59520,64885,67788,71359
22900,"Fort Smith, AR-OK (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),6196557,6647278,6919278,7323200,7227808,7468164,7968234,8226757,8208738,8544305,8748146,8822983,9024494,9215823,9593666,10209087,11129782,11317818,11742415
22900,"Fort Smith, AR-OK (Metropolitan Statistical Area)",2,Population (persons) 1,235912,240017,242953,244749,247064,248239,248537,248203,246703,245763,245764,245553,245962,245347,244660,244346,245432,247221,248748
22900,"Fort Smith, AR-OK (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2,26266,27695,28480,29921,29255,30085,32061,33145,33274,34766,35596,35931,36691,37562,39212,41781,45348,45780,47206
23060,"Fort Wayne, IN (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),11844187,12728782,13232748,13547307,13029171,13457252,14385390,15081679,15140209,15963859,16782312,17199955,17732850,18797298,19516520,21077900,23737945,24808645,25912184
23060,"Fort Wayne, IN (Metropolitan Statistical Area)",2,Population (persons) 1,375420,378911,382387,384311,386818,389401,392841,395129,397942,400303,402935,405357,408265,412217,416356,420432,423633,426221,429287
23060,"Fort Wayne, IN (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2,31549,33593,34606,35251,33683,34559,36619,38169,38046,39879,41650,42432,43435,45600,46875,50134,56034,58206,60361
23420,"Fresno, CA (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),24077832,25753508,27140658,27702269,27806136,29066562,30713635,31502991,32824378,35044607,37251040,38323050,39208890,40504743,42845932,48659911,52657794,51215012,53633038
23420,"Fresno, CA (Metropolitan Statistical Area)",2,Population (persons) 1,872470,883862,895933,909630,921478,932202,940206,946501,953630,963323,972906,981015,990274,997611,1004925,1009552,1013103,1015359,1017162
23420,"Fresno, CA (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2,27597,29137,30293,30454,30176,31181,32667,33284,34420,36379,38288,39065,39594,40602,42636,48200,51977,50440,52728
23460,"Gadsden, AL (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),2675577,2764680,2940430,3038482,3031828,3153919,3200276,3237697,3247727,3349630,3491980,3543313,3648847,3745235,3855951,4090125,4406416,4445035,4652264
23460,"Gadsden, AL (Metropolitan Statistical Area)",2,Population (persons) 1,103174,103528,103893,104206,104239,104464,104475,104486,104201,103822,103533,103527,103767,103553,103342,103453,103010,102903,103241
23460,"Gadsden, AL (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2,25933,26705,28302,29158,29085,30191,30632,30987,31168,32263,33728,34226,35164,36167,37313,39536,42777,43196,45062
23540,"Gainesville, FL (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),8697787,9337386,9806940,10197715,9917804,10378357,10768138,10803441,10856204,11468358,11971451,12412244,13254250,14000453,14750070,15800653,17281944,17709745,19073244
23540,"Gainesville, FL (Metropolitan Statistical Area)",2,Population (persons) 1,287912,295176,299499,302494,304366,305541,307962,309992,311390,315051,320092,326207,330062,334348,336469,340678,344361,348296,352126
23540,"Gainesville, FL (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2,30210,31633,32744,33712,32585,33967,34966,34851,34864,36402,37400,38050,40157,41874,43838,46380,50186,50847,54166
23580,"Gainesville, GA (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),4958198,5268703,5558505,5573024,5467205,5563350,6022774,6217654,6413370,6872113,7477842,7851741,8412543,8979337,9341477,10027747,11413097,12146226,13043933
23580,"Gainesville, GA (Metropolitan Statistical Area)",2,Population (persons) 1,160979,166524,172446,177277,178503,179995,181925,183462,185485,187883,190677,194304,196682,198925,201540,203473,207080,212621,217267
23580,"Gainesville, GA (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2,30800,31639,32233,31437,30628,30908,33106,33891,34576,36577,39217,40410,42772,45139,46350,49283,55114,57126,60036
23900,"Gettysburg, PA (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),3181133,3327644,3525804,3731300,3726646,3812958,3968960,4052496,4132615,4332931,4525454,4590593,4744217,4968932,5070491,5500935,5856682,5987331,6285315
23900,"Gettysburg, PA (Metropolitan Statistical Area)",2,Population (persons) 1,98606,99899,100502,101056,101252,101497,101603,101493,101485,101806,102379,102585,103363,103871,103712,103798,105686,105959,106748
23900,"Gettysburg, PA (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2,32261,33310,35082,36923,36806,37567,39063,39929,40721,42561,44203,44749,45899,47838,48890,52997,55416,56506,58880
24020,"Glens Falls, NY (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),3747156,3905813,4042991,4345448,4481827,4670829,4842571,4956682,5031310,5065638,5228822,5333412,5647599,5778882,6079586,6726684,6962869,7043906,7405188
24020,"Glens Falls, NY (Metropolitan Statistical Area)",2,Population (persons) 1,127674,128325,128794,129100,128771,129087,129156,129007,128695,128441,128016,127873,127787,127630,127420,126700,126593,126237,125427
24020,"Glens Falls, NY (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2,29349,30437,31391,33660,34805,36184,37494,38422,39095,39439,40845,41709,44195,45278,47713,53091,55002,55799,59040
24140,"Goldsboro, NC (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),3228646,3391370,3636361,3771911,3794742,3898084,4023498,4201963,4130812,4258517,4317276,4349653,4517298,4648856,4858528,5181323,5749269,5806794,6023066
24140,"Goldsboro, NC (Metropolitan Statistical Area)",2,Population (persons) 1,117009,117534,118942,119910,121217,122725,123224,123089,122462,121806,120907,120208,118376,117993,117749,117221,116857,117449,118686
24140,"Goldsboro, NC (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2,27593,28854,30573,31456,31305,31763,32652,34138,33731,34961,35707,36184,38161,39399,41262,44201,49199,49441,50748
24220,"Grand Forks, ND-MN (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),2921140,3097596,3307806,3619467,3526157,3728294,4000881,4398366,4482660,4559497,4669667,4721813,4830523,5047543,5158426,5665428,6100075,6326626,6430994
24220,"Grand Forks, ND-MN (Metropolitan Statistical Area)",2,Population (persons) 1,97777,98266,97606,98092,97941,98729,98674,100036,102094,103002,103975,104749,105132,105195,104540,104217,103405,103146,103120
24220,"Grand Forks, ND-MN (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2,29876,31523,33889,36899,36003,37763,40546,43968,43907,44266,44911,45077,45947,47983,49344,54362,58992,61337,62364
24260,"Grand Island, NE (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),2047051,2134760,2316809,2479916,2437223,2518813,2767243,2833929,2889335,2965870,3121813,3111783,3153149,3228742,3391706,3658993,4134741,4330115,4627559
24260,"Grand Island, NE (Metropolitan Statistical Area)",2,Population (persons) 1,68871,69360,69784,70790,72056,72983,73761,74603,75178,75912,76144,76630,76701,77026,77148,76908,76263,76320,76479
24260,"Grand Island, NE (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2,29723,30778,33200,35032,33824,34512,37516,37987,38433,39070,40999,40608,41110,41918,43964,47576,54217,56736,60508
24300,"Grand Junction, CO (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),3966993,4399319,4942435,5550866,5147972,5023372,5248190,5448678,5516467,5832309,5976511,5978899,6387317,6820162,7119598,7549790,8327079,8754084,9206041
24300,"Grand Junction, CO (Metropolitan Statistical Area)",2,Population (persons) 1,130194,134665,139434,143155,147851,146274,147243,147429,147349,147346,148320,150073,151657,153592,154836,156011,157439,158531,159681
24300,"Grand Junction, CO (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2,30470,32669,35446,38775,34819,34342,35643,36958,37438,39582,40295,39840,42117,44404,45982,48393,52891,55220,57653
24340,"Grand Rapids-Kentwood, MI (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),32092483,33778255,34883686,36991655,34185025,36174583,39394565,42189733,42522189,44636646,47441258,48876121,50096526,52350845,54314821,59840879,66684301,68135626,71707445
24340,"Grand Rapids-Kentwood, MI (Metropolitan Statistical Area)",2,Population (persons) 1,975837,982157,986863,989942,991670,994442,1003455,1015290,1027860,1039360,1048732,1059444,1069049,1077080,1083038,1088904,1091388,1093883,1099142
24340,"Grand Rapids-Kentwood, MI (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2,32887,34392,35348,37367,34472,36377,39259,41554,41370,42946,45237,46134,46861,48604,50150,54955,61100,62288,65239
24420,"Grants Pass, OR (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),2172201,2306884,2410524,2410172,2408164,2477006,2541105,2645267,2693172,2843856,3043153,3149721,3359027,3578986,3834902,4237334,4654563,4527082,4833483
24420,"Grants Pass, OR (Metropolitan Statistical Area)",2,Population (persons) 1,80660,81601,81746,82389,82315,82881,82731,82804,83197,83463,84642,85641,86781,87473,87741,88238,88637,87800,87821
24420,"Grants Pass, OR (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2,26930,28270,29488,29254,29255,29886,30715,31946,32371,34073,35953,36778,38707,40915,43707,48022,52513,51561,55038
24500,"Great Falls, MT (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),2464798,2662738,2791935,2921269,2962953,3136507,3227297,3297071,3261145,3391468,3491093,3545502,3689900,3853259,3943508,4250049,4642877,4858439,5104663
24500,"Great Falls, MT (Metropolitan Statistical Area)",2,Population (persons) 1,80041,79984,80099,80529,80680,81588,82109,82332,83217,83394,83535,83532,83905,84232,84170,84407,84551,85001,84900
24500,"Great Falls, MT (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2,30794,33291,34856,36276,36725,38443,39305,40046,39188,40668,41792,42445,43977,45746,46852,50352,54912,57157,60126
24540,"Greeley, CO (Metropolitan Statistical Area) *",1,Personal income (thousands of dollars),6394054,6915948,7672542,8283671,8137164,8504144,9187200,9801325,10481395,11726005,12516198,12938222,13517947,14980012,16026432,17208580,19146474,20760375,22476757
24540,"Greeley, CO (Metropolitan Statistical Area) *",2,Population (persons) 1,222879,230703,237692,243442,248193,254155,258518,263395,269196,276291,285025,294582,304543,313052,322116,331458,339897,350266,359442
24540,"Greeley, CO (Metropolitan Statistical Area) *",3,Per capita personal income (dollars) 2,28688,29978,32279,34027,32786,33460,35538,37212,38936,42441,43913,43921,44388,47852,49754,51918,56330,59270,62532
24580,"Green Bay, WI (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),10090225,10653440,11185419,11749015,11590302,12080369,12765893,13421294,13583781,14063168,14585335,14813098,15486153,16421451,16949617,18328666,19607149,20115758,21099453
24580,"Green Bay, WI (Metropolitan Statistical Area)",2,Population (persons) 1,296800,298702,301190,302468,304686,306873,309241,311736,313597,316164,318318,320537,323239,325337,326986,328591,328909,330417,331882
24580,"Green Bay, WI (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2,33997,35666,37137,38844,38040,39366,41281,43053,43316,44481,45820,46213,47909,50475,51836,55780,59613,60880,63575
24660,"Greensboro-High Point, NC (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),21514262,23112660,24155220,25067774,24215816,24857343,25649617,26941521,26813695,28294355,29783421,30144799,31290353,32584865,34432909,36761230,40402529,42160737,44254883
24660,"Greensboro-High Point, NC (Metropolitan Statistical Area)",2,Population (persons) 1,677080,689637,700485,711405,718902,725309,730282,735775,741013,747009,751915,759364,762986,767691,773148,774941,778860,784619,789842
24660,"Greensboro-High Point, NC (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2,31775,33514,34484,35237,33684,34271,35123,36617,36185,37877,39610,39697,41010,42445,44536,47437,51874,53734,56030
24780,"Greenville, NC (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),4243022,4625286,4979346,5323899,5294905,5472483,5640831,6077608,6091755,6328339,6512982,6704218,6951839,7331644,7732935,8364995,9125769,9390495,9974070
24780,"Greenville, NC (Metropolitan Statistical Area)",2,Population (persons) 1,147929,152934,157479,162116,165581,168558,169274,170247,170436,169814,169708,169586,169724,169504,169857,170390,172235,173610,175119
24780,"Greenville, NC (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2,28683,30244,31619,32840,31978,32466,33324,35699,35742,37266,38378,39533,40960,43254,45526,49093,52984,54090,56956
24860,"Greenville-Anderson, SC (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),22322915,24036168,25812910,26996113,26056693,27260888,28728131,30264710,30770628,32806305,34847658,35950910,37947994,39609797,41885502,44337199,48715075,50971992,54379772
24860,"Greenville-Anderson, SC (Metropolitan Statistical Area)",2,Population (persons) 1,763048,777494,793500,808765,819279,825592,833080,840645,848069,859827,871980,883741,894612,906019,919585,930762,941465,958918,975480
24860,"Greenville-Anderson, SC (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2,29255,30915,32530,33379,31804,33020,34484,36002,36283,38155,39964,40680,42418,43719,45548,47635,51744,53156,55747
25060,"Gulfport-Biloxi, MS (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),11364160,10928698,12896356,12835668,12929521,13373297,13451030,13544754,13541986,13880764,14034285,14387726,14742803,15088583,15784383,17210809,19190173,19103495,20365099
25060,"Gulfport-Biloxi, MS (Metropolitan Statistical Area)",2,Population (persons) 1,398601,363221,373053,380374,384985,389294,393542,396416,399362,403078,405650,407750,411262,412682,414890,416640,418527,420054,421916
